language	premise	hypothesis	label
tar	Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.	Teléfono tanéwitami ne nati ra’íchiki.	neutral
tar	Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.	Échi numerochi ne ra’íchaki betélachi nawása.	entailment
tar	Echi betélachi ne simíki a’líko telefonochi ne ra’íchiki, echoná mapu riká ne ra’íchima riké echoná nawása.	A ne ra’icháma riké tási ne ra’íchaki.	contradiction
tar	Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.	Jípi ko tási simíki, tási ne rewáki jípi ko.	contradiction
tar	Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.	Waminá gimnaciochi ne nawáki a’lí échi ko pei alikítali nawása tamí narépaki.	neutral
tar	Juli, be’á echoná nawáli a’lí ke ni newalá chu riká, a namúti ne náriki, échi bakíli, tási ne ga’lá machí.	Be’á ne simíki a’lí échi ko tási nawáli.	entailment
tar	Tásita machiyé kúmi rikáta simíba.	Tásita machiyé kúmi riká simía échi benéami.	neutral
tar	Tásita machiyé kúmi rikáta simíba.	Tásita machiyé kúmi riká simíba ajaré pakótami.	entailment
tar	Tásita machiyé kúmi rikáta simíba.	Ayenata machiyé kúmi riká simíbali.	contradiction
tar	Nejé chu riká ne asáli, ku we’kawá, ma ne ko’méa jípi be’áa. Cha ne lochéli.	Ké tási ne lochéli.	contradiction
tar	Nejé chu riká ne asáli, ku we’kawá, ma ne ko’méa jípi be’áa. Cha ne lochéli.	Ayéna ne lochéli, ma ne ariká ko’méa be’áa ko’wáami.	entailment
tar	Nejé chu riká ne asáli, ku we’kawá, ma ne ko’méa jípi be’áa. Cha ne lochéli.	Ne mukusá níili lochéa nejé, a’líko ko’wáami ra’linéawachi ne simíki.	neutral
tar	A’lí jípi ko, ne mi ruyé mapu jípi ne nokí ku machíinaki nocháalachi jónsa.	Nokí ne ku ma’chínaki nochaalachi jonsa.	entailment
tar	A’lí jípi ko, ne mi ruyé mapu jípi ne nokí ku machíinaki nocháalachi jónsa.	Wabé ne chíbi olirúi, ma tási ne anáchaki risóa inília.	neutral
tar	A’lí jípi ko, ne mi ruyé mapu jípi ne nokí ku machíinaki nocháalachi jónsa.	Ke sinéti ne nátaki ku machinámia ne nocháalachi jónsa.	contradiction
tar	Echi ko ranáiru bilé mili osá nayo ciento osá nayósa osá nayó ináraachi bamíbali, siné rikáachi bilé mili osá nayo ciento osá nayósa makói kima kói keré.	Tasi cho bilé mili kimaói ciento kimakósa makói bamíbali ináraachi ranáiru.	entailment
tar	Echi ko ranáiru bilé mili osá nayo ciento osá nayósa osá nayó ináraachi bamíbali, siné rikáachi bilé mili osá nayo ciento osá nayósa makói kima kói keré.	Diciembre mechá nawáli bilé mili osá nayo ciento osá nayosa makói inrárachi.	neutral
tar	Echi ko ranáiru bilé mili osá nayo ciento osá nayósa osá nayó ináraachi bamíbali, siné rikáachi bilé mili osá nayo ciento osá nayósa makói kima kói keré.	Échi ko ranáiru bilé mili kimakoi ciento osá nayosa makói nayó ináraachi bamíbali.	contradiction
tar	Pe re’lebé ri’kibú ti me’chóala, sonoláchi mu o’kótisa bile rikamti simíraachi.	Je’ná me’chóala ko bilé sonoláchi o’kótima chiwisáa ka.	entailment
tar	Pe re’lebé ri’kibú ti me’chóala, sonoláchi mu o’kótisa bile rikamti simíraachi.	Échi me’óchaala ko tási chibi iré, wabé jiwéraka rachiná mapu riká níisare.	contradiction
tar	Pe re’lebé ri’kibú ti me’chóala, sonoláchi mu o’kótisa bile rikamti simíraachi.	Échi me’chóala ko pachána rinichí bakí a’lí sonoláchi chewaká o’kótima.	neutral
tar	Bakóchi jonsa ne ku siméarua Texas, mapu a’lí echoná ne nawáki, a ne ruyéri mapu biléanachi ne siméa rua sontarusi nocháalachi Laughlin Air Force.	Waminá ne juláiru nochásia Bakóchi Texas anelíachi.	entailment
tar	Bakóchi jonsa ne ku siméarua Texas, mapu a’lí echoná ne nawáki, a ne ruyéri mapu biléanachi ne siméa rua sontarusi nocháalachi Laughlin Air Force.	Tási ne sinéti ra’éwi waminá Texas anelíachi.	contradiction
tar	Bakóchi jonsa ne ku siméarua Texas, mapu a’lí echoná ne nawáki, a ne ruyéri mapu biléanachi ne siméa rua sontarusi nocháalachi Laughlin Air Force.	Echi sontarsi nuláami waminá Bakóchi Texas tamí julaliokuá mili waminá bilé ináraachi.	neutral
tar	Ralámuli we roaká bají ba’wí rikútiami, nalí ke me wési suwá ro’ása: echoná basochi ri’píala ko kúuchi kúruwi suwá, echonáta anakú jári, kulímuka jároka a’lí bajíka rikútami.	Kúuchi kúruwi ko bikéa kayamti rikútiami bajíli.	neutral
tar	Ralámuli we roaká bají ba’wí rikútiami, nalí ke me wési suwá ro’ása: echoná basochi ri’píala ko kúuchi kúruwi suwá, echonáta anakú jári, kulímuka jároka a’lí bajíka rikútami.	Kúuchi kúruwi ko pe taa rikútiami bajíli.	entailment
tar	Ralámuli we roaká bají ba’wí rikútiami, nalí ke me wési suwá ro’ása: echoná basochi ri’píala ko kúuchi kúruwi suwá, echonáta anakú jári, kulímuka jároka a’lí bajíka rikútami.	Suwába omáwali we wakichéa wiliké, a’lí tási bajíka omawáiru.	contradiction
tar	We’ká ra’íchali kiyá nirú biléana Ciudadchi.	Tási ne kipusú bilé ra’íchali ki’yá nirúami.	contradiction
tar	We’ká ra’íchali kiyá nirú biléana Ciudadchi.	We’ká nirú ra’íchali sontarusi kítira aniwáami.	neutral
tar	We’ká ra’íchali kiyá nirú biléana Ciudadchi.	We’ká ra’íchali ki’yá nirúami aniwá.	entailment
tar	Echi riká e’peréka benelíwa, ma mu machí, mapuli abioni ma mu i’né.	Tási ne machí chu riká ju abioni melánalaka.	contradiction
tar	Echi riká e’peréka benelíwa, ma mu machí, mapuli abioni ma mu i’né.	Abioni melália ka weká namúti benelíwa.	entailment
tar	Echi riká e’peréka benelíwa, ma mu machí, mapuli abioni ma mu i’né.	Chotaliaka abioni mela, kilii nerá ajarécho namúti benésimi.	neutral
tar	Echi riká ne anináli mapu echoná ne sébali ju.	Tási ne machí kúmi nalí ju.	contradiction
tar	Echi riká ne anináli mapu echoná ne sébali ju.	Pe nalí ya ta ruli chu yena cháti ju.	neutral
tar	Echi riká ne anináli mapu echoná ne sébali ju.	A ne machíki kúmi ne ju.	entailment
tar	Sontarsi nochálachi simáruli waminá Cuba, a’líko echoná jónsa a umpairu Rudolph Anderson.	Ké tási chewáiru abioni ra’tánisuwa, ke namú ikíli.	contradiction
tar	Sontarsi nochálachi simáruli waminá Cuba, a’líko echoná jónsa a umpairu Rudolph Anderson.	Namúti re’pá ináraami banaká paíru.	entailment
tar	Sontarsi nochálachi simáruli waminá Cuba, a’líko echoná jónsa a umpairu Rudolph Anderson.	Wa’lu abioni re’pá máachi banaká pairu waminá Cuba mayo mechá.	neutral
tar	Echi kítira bachá rikó nejé newalá, mapu a’lí ne táa towí níili, pe a karú ne isíli alé, echi kiti ko nejé ya ku newalá.	Tási ne newalá chu riká níili mapu a’lí nejé táa ke.	contradiction
tar	Echi kítira bachá rikó nejé newalá, mapu a’lí ne táa towí níili, pe a karú ne isíli alé, echi kiti ko nejé ya ku newalá.	Jípi a bijísi nejé a cha iníli.	neutral
tar	Echi kítira bachá rikó nejé newalá, mapu a’lí ne táa towí níili, pe a karú ne isíli alé, echi kiti ko nejé ya ku newalá.	Ne bachá rikó nejé ku newaláki.	entailment
tar	Tási tamí kaléli nejéko pe nóchami ke a’líko, chiriká níili, nejé mayé mapu echi riká níili, ma mu machí chótaachi bamíbali bilé mili kimakói ciento aminá besá makói, a’lí echi riká níili.	We karú oliwáami ke mapu chókami juko.	neutral
tar	Tási tamí kaléli nejéko pe nóchami ke a’líko, chiriká níili, nejé mayé mapu echi riká níili, ma mu machí chótaachi bamíbali bilé mili kimakói ciento aminá besá makói, a’lí echi riká níili.	¡tási nochali ke chótami níisuwa!	contradiction
tar	Tási tamí kaléli nejéko pe nóchami ke a’líko, chiriká níili, nejé mayé mapu echi riká níili, ma mu machí chótaachi bamíbali bilé mili kimakói ciento aminá besá makói, a’lí echi riká níili.	We nóchali ke chókami níluwa a’líko.	entailment
tar	Ké wési machíli kúmi simáma.	Si’néami machíli kúmi simíba.	contradiction
tar	Ké wési machíli kúmi simáma.	Tási wési machíli chu iyíri kalírili simáma.	neutral
tar	Ké wési machíli kúmi simáma.	Tási machiká simíbali kúmi riká.	entailment
tar	Tási uméroli waminá Augusta anelíachi ripía, echoná e’peréami ko ayena a machíli mapu echi retéwi karú nokiméa riké ayenacho tosákami neráa riká simárunali.	Echoná e’pérami ko tási mayéli mapu otosámi ju.	contradiction
tar	Tási uméroli waminá Augusta anelíachi ripía, echoná e’peréami ko ayena a machíli mapu echi retéwi karú nokiméa riké ayenacho tosákami neráa riká simárunali.	Echoná e’pereami ko ayena a machíli mapu ochókami ju.	neutral
tar	Tási uméroli waminá Augusta anelíachi ripía, echoná e’peréami ko ayena a machíli mapu echi retéwi karú nokiméa riké ayenacho tosákami neráa riká simárunali.	Echoná e’pereami ko tasi machíli mapu otosákami ju.	entailment
tar	Ayena, ga’lá ju, jenaí atí towíko.	Echi towí jenaí atíki.	entailment
tar	Ayena, ga’lá ju, jenaí atí towíko.	Okuá hora ju mapu échi ku nawáli.	neutral
tar	Ayena, ga’lá ju, jenaí atí towíko.	Échi rejói ke sinéti nawáli.	contradiction
tar	Televisionchi ajaré namútita i’néni.	Tumujé tási níwi televisión.	contradiction
tar	Televisionchi ajaré namútita i’néni.	Televisionchi ajaréta namúti i’néni.	entailment
tar	Televisionchi ajaré namútita i’néni.	Noticias i’nékata muchúwi televisionchi.	neutral
tar	A’líko, chécho ku ra’ícháma Ramona yua.	Ke sinéti ne ra’ícha Ramona yua.	contradiction
tar	A’líko, chécho ku ra’ícháma Ramona yua.	Uchécho siné me ra’ícha Ramona yua.	entailment
tar	A’líko, chécho ku ra’ícháma Ramona yua.	Ayena a kanílika ra’íchali.	neutral
tar	Pe a’líbi risóa ikíli waminá Cuba anelíachi, echi riká kayénali a'lí ch’jónsa waminá i’níka simíli Andrews Air Force en Washington anelíachi.	Makói mili pakótami suwíli waminá Cuba anelíachi mapu a’lí karú riká simáruli.	contradiction
tar	Pe a’líbi risóa ikíli waminá Cuba anelíachi, echi riká kayénali a'lí ch’jónsa waminá i’níka simíli Andrews Air Force en Washington anelíachi.	Bilépi pakótami mukúli waminá cuba.	entailment
tar	Pe a’líbi risóa ikíli waminá Cuba anelíachi, echi riká kayénali a'lí ch’jónsa waminá i’níka simíli Andrews Air Force en Washington anelíachi.	Bilépi pakótami mukúli waminá cuba mapu a’lí karú riká simáruli.	neutral
tar	Echi ko je aníli…aníli…aníli kaléruami, mujé tási newaníli chu riká e’peréluwa, ke mu newaníli mapu riká nejé newaníli.	Mukíko aníli mapu ke bilé newaníili.	contradiction
tar	Echi ko je aníli…aníli…aníli kaléruami, mujé tási newaníli chu riká e’peréluwa, ke mu newaníli mapu riká nejé newaníli.	Mukíko aníli mapu wabé machíli chu riká e’peréluwa.	entailment
tar	Echi ko je aníli…aníli…aníli kaléruami, mujé tási newaníli chu riká e’peréluwa, ke mu newaníli mapu riká nejé newaníli.	Tamí anéki mapu nejé tási newaníli chu riká e’peréluwa, a’lí chu riká najátopa.	neutral
tar	Pe kaléka tamí ra’íchili, mapu riká ne galabé neráa ripíki binóiko. ¿chu ne isíma?	Tási ne machíli chu riká oláma échi namúti yua.	neutral
tar	Pe kaléka tamí ra’íchili, mapu riká ne galabé neráa ripíki binóiko. ¿chu ne isíma?	Tási ne machí chu riká ne nocháma echi yua.	entailment
tar	Pe kaléka tamí ra’íchili, mapu riká ne galabé neráa ripíki binóiko. ¿chu ne isíma?	¡ne sébali machíli chu riká oláma!	contradiction
tar	Pe bilé minuto tamí chiliwé, pe ripuná, nejé ma ku simí.	Ma a’lú ju jípi sinépi neráa ne siméa.	contradiction
tar	Pe bilé minuto tamí chiliwé, pe ripuná, nejé ma ku simí.	Jenaí bilé minuto newalé nejé.	entailment
tar	Pe bilé minuto tamí chiliwé, pe ripuná, nejé ma ku simí.	Bilé minúto olaká ku ne cha’piméa kíni natáala.	neutral
tar	Waminá Washington ne simíli, nalí tási ne nawáki mapu o’ná ne juláiru, ke ne a’lá nejéwaki.	Ke sinéti ne ra’erá Washington D.C.	contradiction
tar	Waminá Washington ne simíli, nalí tási ne nawáki mapu o’ná ne juláiru, ke ne a’lá nejéwaki.	Waminá ne D.C. simíli walúala i’nésia.	neutral
tar	Waminá Washington ne simíli, nalí tási ne nawáki mapu o’ná ne juláiru, ke ne a’lá nejéwaki.	Waminá weká rejóliachi ne simíki.	entailment
tar	Bile pekótami ke we rosákami chu’éami.	Mukíko ne simíraami chókami chu’éami ke.	contradiction
tar	Bile pekótami ke we rosákami chu’éami.	Echi ko we rosákami ke, tási afromexicana níisa riké.	entailment
tar	Bile pekótami ke we rosákami chu’éami.	Bilé mukíko wabé walíniami ke ajarécho kítira.	neutral
tar	Ariká, kíni onó ko ariká simí a’lí wa’lú basochi tamí léchi niwíili chocolate achéka.	Tata ko tamí lechi áli chocolate nasówaka pachá rulaachi maníamichi wiká.	neutral
tar	Ariká, kíni onó ko ariká simí a’lí wa’lú basochi tamí léchi niwíili chocolate achéka.	Tata ko bile baso léchi tamí ro’éli.	entailment
tar	Ariká, kíni onó ko ariká simí a’lí wa’lú basochi tamí léchi niwíili chocolate achéka.	Tata ko tási risencia tamí yáli mapu ne bajíma.	contradiction
tar	Echi nóchami ko namúti raláli mapu newalé	Echoná nóchaami ko ayenacho rewáli sinúcho wasá a’lí kalí mapu o’ná natétika e’perélima.	contradiction
tar	Echi nóchami ko namúti raláli mapu newalé	We’é a’lí suwába namúti ma ralirúami ke DOT kítira.	entailment
tar	Echi nóchami ko namúti raláli mapu newalé	Ne simíraami bikéa millones natéli biléana we’é kalí yua raliwáa.	neutral
tar	ma ranáirui echi kó	Echi ko buyéiri Diciembre mechá bamíbali osá makói mili waminá makói ináraachi.	neutral
tar	ma ranáirui echi kó	Mayéiri mapu ma ranabóa.	entailment
tar	ma ranáirui echi kó	Mayéiri mapu ke nawása riwéli.	contradiction
tar	Mapu riká ne ju, wabé meká ne nawá.	A ne ruyéki mapu nejé ke machíli ch une isimí.	contradiction
tar	Mapu riká ne ju, wabé meká ne nawá.	Nayósa makói bilé ciento neráa ne simúrika ga’lá newáki suwába namúti.	neutral
tar	Mapu riká ne ju, wabé meká ne nawá.	A ne machíli mapu nejé sebárili.	entailment
tar	¿ácha mu tamí kipúma?	¿ácha mu tamí kipúma jípi ya?	entailment
tar	¿ácha mu tamí kipúma?	¿Ácha mu uméro jípi ya kipúa?	neutral
tar	¿ácha mu tamí kipúma?	A ne machí mapu mujé tási tamí kipusú.	contradiction
tar	Mmm ¿tási? Mujéko aniyé mapumu ke newalá leerilo bile oselí, nalí ma wa’lú ju échi benéami skuelchi, ¿tási itéili bilé osirúami ba’ámi aníami?	¿Acha mu kalé Harry Potter osáala, ke tasi cha?	neutral
tar	Mmm ¿tási? Mujéko aniyé mapumu ke newalá leerilo bile oselí, nalí ma wa’lú ju échi benéami skuelchi, ¿tási itéili bilé osirúami ba’ámi aníami?	¿acha mu kalé oselí libros, ke mu ba’órire?	entailment
tar	Mmm ¿tási? Mujéko aniyé mapumu ke newalá leerilo bile oselí, nalí ma wa’lú ju échi benéami skuelchi, ¿tási itéili bilé osirúami ba’ámi aníami?	A ne mayé mapu suwába libro mapu mu leeriki we mu ba’órili.	contradiction
tar	Ta abioni kanalá ju echonáti namúti echéluwa, nalí pe cha riká ikíli echoná tubochi jonsa mapu o’ná iwíla a’lí mapu o’ná simírocho.	Echi me’chóala ko iwiká chéwima.	entailment
tar	Ta abioni kanalá ju echonáti namúti echéluwa, nalí pe cha riká ikíli echoná tubochi jonsa mapu o’ná iwíla a’lí mapu o’ná simírocho.	Echi me’chóala ko taa ju a’lí ra’tábuami.	neutral
tar	Ta abioni kanalá ju echonáti namúti echéluwa, nalí pe cha riká ikíli echoná tubochi jonsa mapu o’ná iwíla a’lí mapu o’ná simírocho.	Tási nirú me’chóala ko pe botónibi.	contradiction
tar	Je aní échi, tási chibi inílika, ma mu machí, binói ga’lá nátaka.	Echi ko je aníyé, wabé jiyáwika.	contradiction
tar	Je aní échi, tási chibi inílika, ma mu machí, binói ga’lá nátaka.	Je aniyé, que chibi iré pe wi’libé isíka mu newásaka.	neutral
tar	Je aní échi, tási chibi inílika, ma mu machí, binói ga’lá nátaka.	Pe kilíi neráa isíki, je aniyé.	entailment
tar	Bisirente Kennedy je anéli abioni mélami, ralámuli galabé newásili.	Kennedy ko tasi mi machiyá aníli.	contradiction
tar	Bisirente Kennedy je anéli abioni mélami, ralámuli galabé newásili.	Kennedy ko abioni melaami sontarsi yua ra’íchali.	neutral
tar	Bisirente Kennedy je anéli abioni mélami, ralámuli galabé newásili.	Kennedy ko abioni melaami yua ra’íchali.	entailment
tar	Nejéke je iníli, mapu riká ma ne suwíbala.	Makói minuto olaká ne suwiníma, je ni anéki.	neutral
tar	Nejéke je iníli, mapu riká ma ne suwíbala.	Je ni anéki, tási ne sinéti suwiníma.	contradiction
tar	Nejéke je iníli, mapu riká ma ne suwíbala.	Je ni anéki, nokí ne suwinéki.	entailment
tar	Nokí suwába ne osáki.	Nokí suwaba mapu aniwá nejé osáki	entailment
tar	Nokí suwába ne osáki.	Tási ne chibi iníli ke namúti osayá.	contradiction
tar	Nokí suwába ne osáki.	Suwába nochali mapu newáiru ne osáki.	neutral
tar	Ke, echi ko bile mili kimakoi ciento inárachi nawáli, makói usáni bamíbi a’líko bilé mili kimakói ciento osá makoi usáni. Makói kímakoi, bachá rikó bilé mili kimakoi besá makoi inarachi.	Bilé inárachi enero mechá bamíbali bilé mili kímakoi ciento.	neutral
tar	Ke, echi ko bile mili kimakoi ciento inárachi nawáli, makói usáni bamíbi a’líko bilé mili kimakói ciento osá makoi usáni. Makói kímakoi, bachá rikó bilé mili kimakoi besá makoi inarachi.	Chótaachi bamíbali a’lí nawáli échi ko.	entailment
tar	Ke, echi ko bile mili kimakoi ciento inárachi nawáli, makói usáni bamíbi a’líko bilé mili kimakói ciento osá makoi usáni. Makói kímakoi, bachá rikó bilé mili kimakoi besá makoi inarachi.	Echi ko bilé mili kimakoi ciento nayósa makoi bikéa inárachi nawáli.	contradiction
tar	Ne wabé natéami ke suwába.	Sébali machináli binói chu uchulúpi ko’méa.	neutral
tar	Ne wabé natéami ke suwába.	Tási nakiyé binói ko.	contradiction
tar	Ne wabé natéami ke suwába.	A ne wabé natéami rewáki.	entailment
tar	Mujé rijimála ko rosákami neráa simíroli, echi riká a simíroli.	Echi rijimála ko ne simíraami ba’óami chu’éami ke, suwaba echoná e’pereami kitira.	neutral
tar	Mujé rijimála ko rosákami neráa simíroli, echi riká a simíroli.	Mayéwi mapu rijimála ko rosákami ke.	entailment
tar	Mujé rijimála ko rosákami neráa simíroli, echi riká a simíroli.	Echi rijimála ko pe echiyirícho ke.	contradiction
tar	Juli, wabé ochérami ke néko, tasi neje níimale échi onolá.	wa’lú bachá ju osámakoi kicháo bamíbali.	neutral
tar	Juli, wabé ochérami ke néko, tasi neje níimale échi onolá.	Rejói ko wabé taa ke mukí kítira.	contradiction
tar	Juli, wabé ochérami ke néko, tasi neje níimale échi onolá.	Rejói ko wa’lú ke mukí kítira.	entailment
tar	Echi riká, nejé bineli ke kimakoi ciento osá makoi okuá, esbé si nikúirami ke, bilécho ko sinúcho nóchali newayé.	Tási wesi si nikúiruli.	contradiction
tar	Echi riká, nejé bineli ke kimakoi ciento osá makoi okuá, esbé si nikúirami ke, bilécho ko sinúcho nóchali newayé.	Bilé rejói ko si nikúiruli ajaré nóchali nejáa mapu toroka sontarsi apeamii to.	neutral
tar	Echi riká, nejé bineli ke kimakoi ciento osá makoi okuá, esbé si nikúirami ke, bilécho ko sinúcho nóchali newayé.	Bilé rejói ko si nikúiruli nóchali nejáa.	entailment
tar	Jenaí ne atíki náta chu riká newába nochali, ma mu machí, tamí yua nocha, ma mu machí, tamí yonika acha ne umera nakulíwa.	Sébali ne machiyé mapu echi tási nawáma.	contradiction
tar	Jenaí ne atíki náta chu riká newába nochali, ma mu machí, tamí yua nocha, ma mu machí, tamí yonika acha ne umera nakulíwa.	Nejéko nakósia nawáma mayéki.	entailment
tar	Jenaí ne atíki náta chu riká newába nochali, ma mu machí, tamí yua nocha, ma mu machí, tamí yonika acha ne umera nakulíwa.	Cha animéo ne mayéi tamí ra’ichála kítira.	neutral
tar	Juli, echi riká ju, tási anisare maputa ne suwába sébali newáki nochali.	A’lá ju, ajaré namúti tásita ga’lá newása.	contradiction
tar	Juli, echi riká ju, tási anisare maputa ne suwába sébali newáki nochali.	Ne ga’lá sébali newába rua.	entailment
tar	Juli, echi riká ju, tási anisare maputa ne suwába sébali newáki nochali.	Ne ga’láta anibóa ruai oselí leeria, tási we’káka.	neutral
tar	A’lí, rokóo pe je iláru, tási ne uméro kochiyá.	Rokóo we ni nátaki tási ne umeroki kochiyá.	entailment
tar	A’lí, rokóo pe je iláru, tási ne uméro kochiyá.	We chati ne rimúka kochiyé, echi kit enejé tási umériki kochiyá.	neutral
tar	A’lí, rokóo pe je iláru, tási ne uméro kochiyá.	Rokóo nejé mapu riká kochí taa múchi.	contradiction
tar	Échi ko bilé namúti kítira a oláli mapu ku nimíma.	Échi ko a ku uméri kochí kawichí nirúami nimíkia.	neutral
tar	Échi ko bilé namúti kítira a oláli mapu ku nimíma.	Échi ko binói we ku uméri nimía.	entailment
tar	Échi ko bilé namúti kítira a oláli mapu ku nimíma.	Échi ko bawé taa wemi nichukéamtri ke.	contradiction
tar	Mapu riká tási sinéti namú aníiru.	Rejói ko suwába ruyeli mapu newaléli.	contradiction
tar	Mapu riká tási sinéti namú aníiru.	Tási ne namú anéri échi tamí tibúami kítira.	neutral
tar	Mapu riká tási sinéti namú aníiru.	Isíni tási ne ruyelíwa.	entailment
tar	Echi riká ju, jenaíta e’peré.	Kíni kalíla jenaí wilíli.	entailment
tar	Echi riká ju, jenaíta e’peré.	Kita kalíla ko meká wilíli jenaí jónsa.	contradiction
tar	Echi riká ju, jenaíta e’peré.	Kita kalíla ko okuá mazanachi wilíki.	neutral
tar	We jiyáwiti a’lí we sapuka ra’ícha, telefonochi ra’íchaka.	Ne kilíi chíloka ra’ícha.	contradiction
tar	We jiyáwiti a’lí we sapuka ra’ícha, telefonochi ra’íchaka.	Pe telefonochi ra’ícha.	neutral
tar	We jiyáwiti a’lí we sapuka ra’ícha, telefonochi ra’íchaka.	Pe telefonochi ra’ícha.	entailment
tar	Tási ne newalá, nalí jiyáwiti neráa we ni majáa nili, nátaka mapu ne sinéwi siméa riké waminá benelíachi, a’lí rawé ke mapu wabé jiyáwikata simáruki.	Pe kilii ne atiké benelíami kítira nátaka kabú chotáma.	contradiction
tar	Tási ne newalá, nalí jiyáwiti neráa we ni majáa nili, nátaka mapu ne sinéwi siméa riké waminá benelíachi, a’lí rawé ke mapu wabé jiyáwikata simáruki.	We ni nataka simíri, benelíachi ne simiyá.	entailment
tar	Tási ne newalá, nalí jiyáwiti neráa we ni majáa nili, nátaka mapu ne sinéwi siméa riké waminá benelíachi, a’lí rawé ke mapu wabé jiyáwikata simáruki.	We ni nataka simíri, ma ne chotama rika semátali echáalachi.	neutral
tar	Sita, echi ko mekabé betéili, St. Louis a’lí Jefferson City y St. Louis, MO.	Waminá Texas ne betéliki.	contradiction
tar	Sita, echi ko mekabé betéili, St. Louis a’lí Jefferson City y St. Louis, MO.	Waminá Missoouri nejé betéili kalí sawarówachi.	neutral
tar	Sita, echi ko mekabé betéili, St. Louis a’lí Jefferson City y St. Louis, MO.	Wamí Missouri anelíachi ne asáli.	entailment
tar	Mulípi bakóchi ne ra’íchali, a’lí chijónsa ko waminá Laughlin Air Force Base, pe kulípi a irápuliri.	Echoná nocháliachi Aérea Laughlin ku érita wilíké pe téli.	entailment
tar	Mulípi bakóchi ne ra’íchali, a’lí chijónsa ko waminá Laughlin Air Force Base, pe kulípi a irápuliri.	Echoná nocháliachi Fuerza Aérea Laughlin sinibísi eráputa wilíli.	contradiction
tar	Mulípi bakóchi ne ra’íchali, a’lí chijónsa ko waminá Laughlin Air Force Base, pe kulípi a irápuliri.	Echoná nocháliachi Fuerza Aérea Laughlin anelíachi makói mili sontarsi e’peré.	neutral
tar	Pe chuwé rika newá.	Binoi mu machí chu iyíri yókirami kalé.	neutral
tar	Pe chuwé rika newá.	Suwába nóchali ne katúika nakí.	contradiction
tar	Pe chuwé rika newá.	Ke ni si machí chu riká mu suwiníra.	entailment
tar	Re’pá inénali, a’lí echoná rewáli kúmi asáli Ramona a’lí echoná bayéli.	Bitichí ne bayéki Ramona.	neutral
tar	Re’pá inénali, a’lí echoná rewáli kúmi asáli Ramona a’lí echoná bayéli.	Ramóna ne ra’íchiki kúmi riká atiká.	entailment
tar	Re’pá inénali, a’lí echoná rewáli kúmi asáli Ramona a’lí echoná bayéli.	Tási ne nejéwiki ti Ramona.	contradiction
tar	A’lí chiyénako échi Fuerza Aérea raláli bile SR71, a’lí A-12, echi rikáta nóchai échi CIA yua.	Échi sortarsi Fuerza Aérea anelíami makói osá nayó abioni raláli.	neutral
tar	A’lí chiyénako échi Fuerza Aérea raláli bile SR71, a’lí A-12, echi rikáta nóchai échi CIA yua.	Échi sortarsi Fuerza Aérea abioni raláli.	entailment
tar	A’lí chiyénako échi Fuerza Aérea raláli bile SR71, a’lí A-12, echi rikáta nóchai échi CIA yua.	Echi sontarsi Fuerza Aérea tási nóchali.	contradiction
tar	¿ko’chilá kunála ko pe rosákami chu’éami ke?	Ko’chilá ko bilé rejói chókami kunéami ju.	neutral
tar	¿ko’chilá kunála ko pe rosákami chu’éami ke?	Ko’chilá ko kunéami ju.	entailment
tar	¿ko’chilá kunála ko pe rosákami chu’éami ke?	Ko’chilá ko tási kunéami ju.	contradiction
tar	Mapu a’lí ma pei cohérusili, tási nátali mapu wekáka ra’íchali, nalí si’nú neráa riká kayénali binói.	Échi ko tási che si’nú neráa níili.	contradiction
tar	Mapu a’lí ma pei cohérusili, tási nátali mapu wekáka ra’íchali, nalí si’nú neráa riká kayénali binói.	Échi ko tási nátali mapu pe we’káka ra’íchali.	entailment
tar	Mapu a’lí ma pei cohérusili, tási nátali mapu wekáka ra’íchali, nalí si’nú neráa riká kayénali binói.	Echi ko ke sinéti ra’íliorui pasteli sa’pá na´ti newáraami.	neutral
tar	Kíni ra’té ko, we ga’labé re’malí ju.	Kíni ra’té ko, we ni kalé.	entailment
tar	Kíni ra’té ko, we ga’labé re’malí ju.	¡kíni ra’té ko chátri ju!	contradiction
tar	Kíni ra’té ko, we ga’labé re’malí ju.	Kíni ra’té ko ra’isá aníami ju.	neutral
tar	Kini ko’chilá betélachi ne simíki echoná betélachi. Kunála ko pe nocha iyénali, wabé nátaka nóchali a’lí neje ko betélachi simíki.	Kíni chi’éla ko sontarusi yua nóchai.	neutral
tar	Kini ko’chilá betélachi ne simíki echoná betélachi. Kunála ko pe nocha iyénali, wabé nátaka nóchali a’lí neje ko betélachi simíki.	Kíni chi’ela ko ayenacho nochali newáli.	entailment
tar	Kini ko’chilá betélachi ne simíki echoná betélachi. Kunála ko pe nocha iyénali, wabé nátaka nóchali a’lí neje ko betélachi simíki.	Kíni rijimála ko ke sinéti ga’lá asáli.	contradiction
